,Descriptions,Amount,Category,date,customer_id,type,month,fraud_type,is_scammed,is_scam_transaction
7669,Coffee Shop - Morning Espresso,4.5,Dining Out,2023-12-10,18371,spending,December,none,0,
7670,Pediatric Dentistry - Child's Dental Care,85.0,Healthcare,2023-12-10,18371,spending,December,none,0,
7671,ATM Withdrawal - DEF Bank ATM,90.0,Cash Withdrawal,2023-12-11,18371,spending,December,none,0,
7672,SuperValu,35.0,Groceries,2023-12-11,18371,spending,December,none,0,
7673,Gas Station - Fuel Purchase,42.75,Transportation,2023-12-12,18371,spending,December,none,0,
7674,Fast Food - Dinner Combo,15.25,Dining Out,2023-12-14,18371,spending,December,none,0,
7675,Home Improvement Store - DIY Supplies,75.4,Home Improvement,2023-12-14,18371,spending,December,none,0,
7676,Online Retailer - Clothing Purchase,70.99,Online Shopping,2023-12-14,18371,spending,December,none,0,
7677,Amazon - Online Shopping,180.0,Shopping,2023-12-14,18371,spending,December,none,0,
7678,Grocery Shopping - Supermart,56.75,Groceries,2023-12-14,18371,spending,December,none,0,
7679,Gadget Purchase - Tech Paradise,189.75,Electronics,2023-12-15,18371,spending,December,none,0,
7680,Credit Card Payment - Mastercard **** 2345,120.25,Credit Card Payment,2023-12-15,18371,spending,December,none,0,
7681,Decathlon - Sportswear Shopping,60.0,Shopping,2023-12-15,18371,spending,December,none,0,
7682,Giant Food,45.0,Groceries,2023-12-15,18371,spending,December,none,0,
7683,Online Retailer - Outdoor Gear,179.99,Online Shopping,2023-12-15,18371,spending,December,none,0,
7684,Transfer to Investment Account,500.0,Transfers,2023-12-15,18371,spending,December,none,0,
7685,ATM Withdrawal - XYZ Bank ATM,70.0,Cash Withdrawal,2023-12-20,18371,spending,December,none,0,
7686,Credit Card Payment - American Express **** 5678,175.0,Credit Card Payment,2023-12-20,18371,spending,December,none,0,
7687,BJ's Wholesale Club,70.0,Groceries,2023-12-21,18371,spending,December,none,0,
7688,ATM Withdrawal - GHI Bank ATM,70.0,Cash Withdrawal,2023-12-21,18371,spending,December,none,0,
7689,ATM Withdrawal - PQR Bank ATM,80.0,Cash Withdrawal,2023-12-21,18371,spending,December,none,0,
7690,ATM Withdrawal - JKL Bank ATM,100.0,Cash Withdrawal,2023-12-24,18371,spending,December,none,0,
7691,Transfer from Checking to Savings,200.0,Transfers,2023-12-24,18371,spending,December,none,0,
7692,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2023-12-24,18371,spending,December,none,0,
7693,Fast Food - Lunch on the Go,15.2,Dining Out,2023-12-24,18371,spending,December,none,0,
7694,ATM Withdrawal - DEF Bank ATM,80.0,Cash Withdrawal,2023-12-24,18371,spending,December,none,0,
7695,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2023-12-27,18371,spending,December,none,0,
7696,Urology Clinic - Urinary Health Check,120.0,Healthcare,2023-12-27,18371,spending,December,none,0,
7697,Coffee Shop - Cappuccino,5.25,Dining Out,2023-12-27,18371,spending,December,none,0,
7698,Whole Foods Market - Grocery Shopping,50.75,Groceries,2023-12-27,18371,spending,December,none,0,
7699,Meijer,50.0,Groceries,2023-12-27,18371,spending,December,none,0,
7700,Whole Foods Market,70.0,Groceries,2023-12-28,18371,spending,December,none,0,
7701,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2023-12-29,18371,spending,December,none,0,
7702,ATM Withdrawal - VWX Bank ATM,70.0,Cash Withdrawal,2023-12-30,18371,spending,December,none,0,
7703,Transfer to Emergency Fund,175.0,Transfers,2023-12-31,18371,spending,December,none,0,
7704,Kmart Super Centers,50.0,Groceries,2023-12-31,18371,spending,December,none,0,
7705,Online Shopping - Apparel,69.99,Online Shopping,2023-12-31,18371,spending,December,none,0,
7706,Rent Payment - Apt #203,1200.0,Housing,2024-01-01,18371,spending,January,none,0,
7707,Phone Bill Payment - Mobile Co.,65.0,Utilities,2024-01-01,18371,spending,January,none,0,
7708,Online Shopping - Tech Accessories,59.99,Online Shopping,2024-01-01,18371,spending,January,none,0,
7709,Paycheck Deposit - Your Employer,9636.901218644667,Income,2024-01-01,18371,income,January,none,0,
7710,ATM Withdrawal - STU Bank ATM,100.0,Cash Withdrawal,2024-01-02,18371,spending,January,none,0,
7711,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2024-01-02,18371,spending,January,none,0,
7712,Phone Bill Payment - Wireless Provider,65.0,Utilities,2024-01-02,18371,spending,January,none,0,
7713,Aldi,30.0,Groceries,2024-01-02,18371,spending,January,none,0,
7714,New Balance - Affordable Sportswear,45.0,Shopping,2024-01-02,18371,spending,January,none,0,
7715,Utilities Payment - Gas and Electric,95.0,Utilities,2024-01-03,18371,spending,January,none,0,
7716,Transfer to Vacation Fund,300.0,Transfers,2024-01-03,18371,spending,January,none,0,
7717,Mobile Phone Bill - Service Provider,50.0,Utilities,2024-01-04,18371,spending,January,none,0,
7718,ATM Withdrawal - VWX Bank ATM,70.0,Cash Withdrawal,2024-01-04,18371,spending,January,none,0,
7719,Transfer from Savings to Checking,300.0,Transfers,2024-01-04,18371,spending,January,none,0,
7720,Online Retailer - Clothing Purchase,70.99,Online Shopping,2024-01-04,18371,spending,January,none,0,
7721,Home Improvement - Home Depot,110.45,Home Improvement,2024-01-04,18371,spending,January,none,0,
7722,Transfer to Vacation Fund,350.0,Transfers,2024-01-05,18371,spending,January,none,0,
7723,Electronics Store Purchase - Tech Haven,249.99,Electronics,2024-01-05,18371,spending,January,none,0,
7724,Online Retailer - Home Decor,89.99,Online Shopping,2024-01-06,18371,spending,January,none,0,
7725,Chiropractor - Spinal Adjustment,75.0,Healthcare,2024-01-06,18371,spending,January,none,0,
7726,Transfer to Vacation Fund,400.0,Transfers,2024-01-07,18371,spending,January,none,0,
7727,Transfer from Checking to Savings,150.0,Transfers,2024-01-08,18371,spending,January,none,0,
7728,Credit Card Payment - Visa **** 7890,85.25,Credit Card Payment,2024-01-09,18371,spending,January,none,0,
7729,Car Loan Payment - Auto Finance Inc.,300.0,Loan Payment,2024-01-09,18371,spending,January,none,0,
7730,Kroger,40.0,Groceries,2024-01-10,18371,spending,January,none,0,
7731,Walmart Grocery,60.0,Groceries,2024-01-10,18371,spending,January,none,0,
7732,Gas Station - Fuel Purchase,40.75,Transportation,2024-01-12,18371,spending,January,none,0,
7733,Grocery Store - Fresh Produce,38.45,Groceries,2024-01-14,18371,spending,January,none,0,
7734,Hy-Vee,40.0,Groceries,2024-01-14,18371,spending,January,none,0,
7735,Fuel Purchase - Gas Station,43.25,Transportation,2024-01-14,18371,spending,January,none,0,
7736,Food 4 Less,30.0,Groceries,2024-01-14,18371,spending,January,none,0,
7737,Transfer from Savings to Checking,175.0,Transfers,2024-01-15,18371,spending,January,none,0,
7738,Transfer from Savings to Checking,250.0,Transfers,2024-01-15,18371,spending,January,none,0,
7739,Credit Card Payment - American Express **** 3456,200.0,Credit Card Payment,2024-01-15,18371,spending,January,none,0,
7740,Fast Food - Lunch on the Go,15.2,Dining Out,2024-01-15,18371,spending,January,none,0,
7741,Credit Card Payment - Visa **** 7890,75.25,Credit Card Payment,2024-01-16,18371,spending,January,none,0,
7742,Primark - Budget Fashion,20.0,Shopping,2024-01-16,18371,spending,January,none,0,
7743,Gas Station - Fuel Purchase,43.6,Transportation,2024-01-16,18371,spending,January,none,0,
7744,Trader Joe's,50.0,Groceries,2024-01-17,18371,spending,January,none,0,
7745,ATM Withdrawal - XYZ Bank ATM,70.0,Cash Withdrawal,2024-01-17,18371,spending,January,none,0,
7746,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2024-01-18,18371,spending,January,none,0,
7747,Netflix Subscription - Monthly Charge,12.99,Streaming Services,2024-01-19,18371,spending,January,none,0,
7748,ATM Withdrawal - PQR Bank ATM,80.0,Cash Withdrawal,2024-01-19,18371,spending,January,none,0,
7749,Credit Card Payment - Mastercard **** 6789,150.5,Credit Card Payment,2024-01-19,18371,spending,January,none,0,
7750,ATM Withdrawal - JKL Bank ATM,90.0,Cash Withdrawal,2024-01-19,18371,spending,January,none,0,
7751,Savings Account Interest - October,15.6,Interest,2024-01-19,18371,spending,January,none,0,
7752,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2024-01-21,18371,spending,January,none,0,
7753,Restaurant Dinner - Date Night,90.0,Dining Out,2024-01-22,18371,spending,January,none,0,
7754,Online Shopping - Electronics,149.99,Online Shopping,2024-01-22,18371,spending,January,none,0,
7755,Rheumatology Clinic - Joint Health Check,150.0,Healthcare,2024-01-22,18371,spending,January,none,0,
7756,Fast Food - Lunch on the Go,10.5,Dining Out,2024-01-23,18371,spending,January,none,0,
7757,Transfer from Checking to Savings,150.0,Transfers,2024-01-24,18371,spending,January,none,0,
7758,Orthodontic Office - Braces Adjustment,75.0,Healthcare,2024-01-26,18371,spending,January,none,0,
7759,Transfer to Emergency Fund,200.0,Transfers,2024-01-27,18371,spending,January,none,0,
7760,Credit Card Payment - American Express **** 6789,180.0,Credit Card Payment,2024-01-28,18371,spending,January,none,0,
7761,Co-op,40.0,Groceries,2024-01-28,18371,spending,January,none,0,
7762,Grocery Shopping - Mega Mart,65.25,Groceries,2024-01-29,18371,spending,January,none,0,
7763,ATM Withdrawal - DEF Bank ATM,90.0,Cash Withdrawal,2024-01-29,18371,spending,January,none,0,
7764,ATM Withdrawal - PQR Bank ATM,70.0,Cash Withdrawal,2024-01-30,18371,spending,January,none,0,
7765,Transfer from Checking to Savings,200.0,Transfers,2024-01-31,18371,spending,January,none,0,
7766,ATM Withdrawal - DEF Bank ATM,80.0,Cash Withdrawal,2024-01-31,18371,spending,January,none,0,
7767,Amazon.com - Online Shopping,120.99,Online Shopping,2024-01-31,18371,spending,January,none,0,
7768,Restaurant - Dinner with Friends,90.0,Dining Out,2024-01-31,18371,spending,January,none,0,
7769,Kohl's - Department Store Purchase,60.0,Shopping,2024-01-31,18371,spending,January,none,0,
7770,Rent Payment - Apt #203,1200.0,Housing,2024-02-01,18371,spending,February,none,0,
7771,Paycheck Deposit - Your Employer,9636.901218644667,Income,2024-02-01,18371,income,February,none,0,
7772,Phone Bill Payment - Mobile Co.,65.0,Utilities,2024-02-01,18371,spending,February,none,0,
7773,Phone Bill Payment - Wireless Provider,65.0,Utilities,2024-02-02,18371,spending,February,none,0,
7774,Whole Foods Market,70.0,Groceries,2024-02-03,18371,spending,February,none,0,
7775,Fuel Purchase - Gas Station,42.75,Transportation,2024-02-03,18371,spending,February,none,0,
7776,Utilities Payment - Gas and Electric,95.0,Utilities,2024-02-03,18371,spending,February,none,0,
7777,Fuel Purchase - Gas Station,43.25,Transportation,2024-02-03,18371,spending,February,none,0,
7778,Smart & Final,35.0,Groceries,2024-02-04,18371,spending,February,none,0,
7779,Mobile Phone Bill - Service Provider,50.0,Utilities,2024-02-04,18371,spending,February,none,0,
7780,Transfer to Investment Account,500.0,Transfers,2024-02-04,18371,spending,February,none,0,
7781,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2024-02-04,18371,spending,February,none,0,
7782,BJ's Wholesale Club,70.0,Groceries,2024-02-04,18371,spending,February,none,0,
7783,ATM Withdrawal - STU Bank ATM,100.0,Cash Withdrawal,2024-02-05,18371,spending,February,none,0,
7784,Transfer from Savings to Checking,175.0,Transfers,2024-02-05,18371,spending,February,none,0,
7785,Transfer from Savings to Checking - Emergency Fund,500.0,Transfers,2024-02-05,18371,spending,February,none,0,
7786,Online Shopping - Amazon,79.99,Online Shopping,2024-02-07,18371,spending,February,none,0,
7787,Transfer from Savings to Checking,250.0,Transfers,2024-02-07,18371,spending,February,none,0,
7788,Home Improvement - Home Depot,110.45,Home Improvement,2024-02-07,18371,spending,February,none,0,
7789,Vision Center - Eye Exam,95.0,Healthcare,2024-02-08,18371,spending,February,none,0,
7790,Credit Card Payment - Mastercard **** 5678,135.0,Credit Card Payment,2024-02-09,18371,spending,February,none,0,
7791,Transfer from Savings to Checking,250.0,Transfers,2024-02-09,18371,spending,February,none,0,
7792,Online Retailer - Clothing Purchase,80.99,Online Shopping,2024-02-10,18371,spending,February,none,0,
7793,Home Improvement - Paint and Supplies,110.75,Home Improvement,2024-02-10,18371,spending,February,none,0,
7794,Transfer to Emergency Fund,200.0,Transfers,2024-02-10,18371,spending,February,none,0,
7795,Grocery Shopping - Super Value Mart,55.25,Groceries,2024-02-10,18371,spending,February,none,0,
7796,Credit Card Payment - Visa **** 7890,75.25,Credit Card Payment,2024-02-10,18371,spending,February,none,0,
7797,Forever 21 - Swimwear,20.0,Shopping,2024-02-12,18371,spending,February,none,0,
7798,Online Shopping - Electronics,149.99,Online Shopping,2024-02-12,18371,spending,February,none,0,
7799,Amazon.com - Online Shopping,120.99,Online Shopping,2024-02-12,18371,spending,February,none,0,
7800,Netflix Subscription - Monthly Charge,12.99,Streaming Services,2024-02-12,18371,spending,February,none,0,
7801,ATM Withdrawal - VWX Bank ATM,70.0,Cash Withdrawal,2024-02-12,18371,spending,February,none,0,
7802,Food 4 Less,30.0,Groceries,2024-02-13,18371,spending,February,none,0,
7803,Coffee Shop - Latte and Croissant,6.75,Dining Out,2024-02-13,18371,spending,February,none,0,
7804,Coffee Shop - Morning Espresso,4.5,Dining Out,2024-02-14,18371,spending,February,none,0,
7805,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2024-02-14,18371,spending,February,none,0,
7806,Credit Card Payment - American Express **** 3456,200.0,Credit Card Payment,2024-02-14,18371,spending,February,none,0,
7807,Credit Card Payment - Discover **** 9012,120.5,Credit Card Payment,2024-02-14,18371,spending,February,none,0,
7808,ATM Withdrawal - JKL Bank ATM,90.0,Cash Withdrawal,2024-02-15,18371,spending,February,none,0,
7809,ATM Withdrawal - GHI Bank ATM,70.0,Cash Withdrawal,2024-02-15,18371,spending,February,none,0,
7810,Payless ShoeSource - Inexpensive Shoes,20.0,Shopping,2024-02-16,18371,spending,February,none,0,
7811,Transfer from Savings to Checking,300.0,Transfers,2024-02-17,18371,spending,February,none,0,
7812,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2024-02-17,18371,spending,February,none,0,
7813,ATM Withdrawal - GHI Bank ATM,60.0,Cash Withdrawal,2024-02-18,18371,spending,February,none,0,
7814,Transfer to Investment Account,400.0,Transfers,2024-02-18,18371,spending,February,none,0,
7815,ATM Withdrawal - JKL Bank ATM,100.0,Cash Withdrawal,2024-02-19,18371,spending,February,none,0,
7816,Savings Account Interest - October,15.6,Interest,2024-02-19,18371,spending,February,none,0,
7817,Online Shopping - Apparel,69.99,Online Shopping,2024-02-20,18371,spending,February,none,0,
7818,Kroger,40.0,Groceries,2024-02-20,18371,spending,February,none,0,
7819,Fast Food - Lunch Combo,10.5,Dining Out,2024-02-20,18371,spending,February,none,0,
7820,Transfer from Checking to Savings,150.0,Transfers,2024-02-20,18371,spending,February,none,0,
7821,Credit Card Payment - Visa **** 4567,95.75,Credit Card Payment,2024-02-22,18371,spending,February,none,0,
7822,Puma - Budget Sportswear,40.0,Shopping,2024-02-22,18371,spending,February,none,0,
7823,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2024-02-25,18371,spending,February,none,0,
7824,Target Grocery,50.0,Groceries,2024-02-25,18371,spending,February,none,0,
7825,Save Mart Supermarkets,45.0,Groceries,2024-02-25,18371,spending,February,none,0,
7826,Coffee Shop - Cappuccino,5.25,Dining Out,2024-02-25,18371,spending,February,none,0,
7827,ATM Withdrawal - PQR Bank ATM,70.0,Cash Withdrawal,2024-02-25,18371,spending,February,none,0,
7828,Charitable Donation - Charity Name,50.0,Charity,2024-02-26,18371,spending,February,none,0,
7829,Urgent Care Center - Injury Treatment,130.0,Healthcare,2024-02-26,18371,spending,February,none,0,
7830,Prescription Medications - Pharmacy,28.8,Healthcare,2024-02-27,18371,spending,February,none,0,
7831,Coffee Shop - Afternoon Pick-Me-Up,5.75,Dining Out,2024-02-27,18371,spending,February,none,0,
7832,Walmart - Affordable Shopping,45.0,Shopping,2024-02-28,18371,spending,February,none,0,
7833,Gas Station - Fuel Purchase,42.75,Transportation,2024-02-29,18371,spending,February,none,0,
7834,WinCo Foods,40.0,Groceries,2024-02-29,18371,spending,February,none,0,
7835,Rent Payment - Apt #203,1200.0,Housing,2024-03-01,18371,spending,March,none,0,
7836,Phone Bill Payment - Mobile Co.,65.0,Utilities,2024-03-01,18371,spending,March,none,0,
7837,Paycheck Deposit - Your Employer,9636.901218644667,Income,2024-03-01,18371,income,March,none,0,
7838,Phone Bill Payment - Wireless Provider,65.0,Utilities,2024-03-02,18371,spending,March,none,0,
7839,Utilities Payment - Gas and Electric,95.0,Utilities,2024-03-03,18371,spending,March,none,0,
7840,Transfer to Vacation Fund,400.0,Transfers,2024-03-03,18371,spending,March,none,0,
7841,Mobile Phone Bill - Service Provider,50.0,Utilities,2024-03-04,18371,spending,March,none,0,
7842,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2024-03-04,18371,spending,March,none,0,
7843,Transfer to Vacation Fund,350.0,Transfers,2024-03-05,18371,spending,March,none,0,
7844,ATM Withdrawal - PQR Bank ATM,70.0,Cash Withdrawal,2024-03-05,18371,spending,March,none,0,
7845,Gas Station - Fuel Purchase,42.75,Transportation,2024-03-06,18371,spending,March,none,0,
7846,Acupuncture Therapy - Pain Relief,75.0,Healthcare,2024-03-06,18371,spending,March,none,0,
7847,Interest Earned - Savings Account,10.8,Interest,2024-03-07,18371,spending,March,none,0,
7848,BJ's Wholesale Club,70.0,Groceries,2024-03-07,18371,spending,March,none,0,
7849,Marks & Spencer,55.0,Groceries,2024-03-09,18371,spending,March,none,0,
7850,Transfer from Checking to Savings,150.0,Transfers,2024-03-09,18371,spending,March,none,0,
7851,Credit Card Payment - Mastercard **** 2345,125.5,Credit Card Payment,2024-03-10,18371,spending,March,none,0,
7852,Transfer from Savings to Checking,250.0,Transfers,2024-03-10,18371,spending,March,none,0,
7853,Chase Credit Card Payment - Visa **** 1234,350.25,Credit Card Payment,2024-03-10,18371,spending,March,none,0,
7854,Fast Food - Lunch Combo,10.5,Dining Out,2024-03-10,18371,spending,March,none,0,
7855,Pharmacy - Prescription Medications,45.0,Healthcare,2024-03-10,18371,spending,March,none,0,
7856,ATM Withdrawal - DEF Bank ATM,80.0,Cash Withdrawal,2024-03-10,18371,spending,March,none,0,
7857,Credit Card Payment - Mastercard **** 5678,135.5,Credit Card Payment,2024-03-10,18371,spending,March,none,0,
7858,Transfer to Savings Account - Rainy Day Fund,300.0,Transfers,2024-03-11,18371,spending,March,none,0,
7859,Home Improvement - Paint and Supplies,110.75,Home Improvement,2024-03-11,18371,spending,March,none,0,
7860,WinCo Foods,40.0,Groceries,2024-03-11,18371,spending,March,none,0,
7861,Online Retailer - Electronics Purchase,299.99,Online Shopping,2024-03-12,18371,spending,March,none,0,
7862,Charitable Donation - Local Animal Shelter,30.0,Charity,2024-03-12,18371,spending,March,none,0,
7863,Asos - Men's Clothing,40.0,Shopping,2024-03-13,18371,spending,March,none,0,
7864,Car Loan Payment - Auto Finance Inc.,300.0,Loan Payment,2024-03-13,18371,spending,March,none,0,
7865,Monthly Account Maintenance Fee,7.0,Bank Fees,2024-03-13,18371,spending,March,none,0,
7866,Grocery Store - Fresh Produce,38.45,Groceries,2024-03-14,18371,spending,March,none,0,
7867,ATM Withdrawal - GHI Bank ATM,60.0,Cash Withdrawal,2024-03-14,18371,spending,March,none,0,
7868,Online Retailer - Electronics Purchase,199.99,Online Shopping,2024-03-14,18371,spending,March,none,0,
7869,Piggly Wiggly,35.0,Groceries,2024-03-16,18371,spending,March,none,0,
7870,ATM Withdrawal - XYZ Bank ATM,70.0,Cash Withdrawal,2024-03-16,18371,spending,March,none,0,
7871,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2024-03-16,18371,spending,March,none,0,
7872,Coffee Shop - Morning Brew,5.25,Dining Out,2024-03-16,18371,spending,March,none,0,
7873,Shaw's,40.0,Groceries,2024-03-16,18371,spending,March,none,0,
7874,Credit Card Payment - Visa **** 1234,50.75,Credit Card Payment,2024-03-17,18371,spending,March,none,0,
7875,Grocery Shopping - Super Value Mart,55.25,Groceries,2024-03-18,18371,spending,March,none,0,
7876,Boohoo - Cheap Fashion Finds,25.0,Shopping,2024-03-18,18371,spending,March,none,0,
7877,Payless ShoeSource - Inexpensive Shoes,20.0,Shopping,2024-03-18,18371,spending,March,none,0,
7878,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2024-03-18,18371,spending,March,none,0,
7879,Transfer to Investment Account,450.0,Transfers,2024-03-18,18371,spending,March,none,0,
7880,Fuel Purchase - Gas Station,46.4,Transportation,2024-03-20,18371,spending,March,none,0,
7881,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2024-03-20,18371,spending,March,none,0,
7882,Albertsons,45.0,Groceries,2024-03-21,18371,spending,March,none,0,
7883,Online Shopping - Amazon,79.99,Online Shopping,2024-03-21,18371,spending,March,none,0,
7884,Amazon Prime Membership Renewal,12.99,Online Shopping,2024-03-21,18371,spending,March,none,0,
7885,Transfer to Investment Account,500.0,Transfers,2024-03-21,18371,spending,March,none,0,
7886,ATM Withdrawal - JKL Bank ATM,90.0,Cash Withdrawal,2024-03-21,18371,spending,March,none,0,
7887,Fast Food - Lunch on the Go,15.2,Dining Out,2024-03-22,18371,spending,March,none,0,
7888,Fast Food - Lunch on the Go,10.5,Dining Out,2024-03-22,18371,spending,March,none,0,
7889,Walmart Grocery,60.0,Groceries,2024-03-22,18371,spending,March,none,0,
7890,Transfer to Investment Account,500.0,Transfers,2024-03-23,18371,spending,March,none,0,
7891,Gap - Fashion Purchase,50.0,Shopping,2024-03-23,18371,spending,March,none,0,
7892,Co-op,40.0,Groceries,2024-03-24,18371,spending,March,none,0,
7893,Transfer to Investment Account,400.0,Transfers,2024-03-25,18371,spending,March,none,0,
7894,Electronics Store - Gadget Purchase,180.75,Electronics,2024-03-30,18371,spending,March,none,0,
7895,ATM Withdrawal - GHI Bank ATM,70.0,Cash Withdrawal,2024-03-30,18371,spending,March,none,0,
7896,Home Improvement - Hardware Store,85.6,Home Improvement,2024-03-30,18371,spending,March,none,0,
7897,ATM Withdrawal - STU Bank ATM,100.0,Cash Withdrawal,2024-03-30,18371,spending,March,none,0,
7898,Transfer to Emergency Fund,150.0,Transfers,2024-03-31,18371,spending,March,none,0,
7899,Neurological Surgery - Brain Surgery,350.0,Healthcare,2024-03-31,18371,spending,March,none,0,
7900,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2024-03-31,18371,spending,March,none,0,
7901,Rent Payment - Apt #203,1200.0,Housing,2024-04-01,18371,spending,April,none,0,
7902,Phone Bill Payment - Mobile Co.,65.0,Utilities,2024-04-01,18371,spending,April,none,0,
7903,Paycheck Deposit - Your Employer,9636.901218644667,Income,2024-04-01,18371,income,April,none,0,
7904,Phone Bill Payment - Wireless Provider,65.0,Utilities,2024-04-02,18371,spending,April,none,0,
7905,Transfer from Checking to Savings,200.0,Transfers,2024-04-02,18371,spending,April,none,0,
7906,Utilities Payment - Gas and Electric,95.0,Utilities,2024-04-03,18371,spending,April,none,0,
7907,Credit Card Payment - Mastercard **** 5678,150.0,Credit Card Payment,2024-04-03,18371,spending,April,none,0,
7908,Mobile Phone Bill - Service Provider,50.0,Utilities,2024-04-04,18371,spending,April,none,0,
7909,Fuel Purchase - Gas Station,45.6,Transportation,2024-04-04,18371,spending,April,none,0,
7910,Monthly Account Maintenance Fee,7.0,Bank Fees,2024-04-04,18371,spending,April,none,0,
7911,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2024-04-04,18371,spending,April,none,0,
7912,Credit Card Payment - Mastercard **** 2345,120.25,Credit Card Payment,2024-04-05,18371,spending,April,none,0,
7913,Amazon.com - Online Shopping,120.99,Online Shopping,2024-04-06,18371,spending,April,none,0,
7914,Payless ShoeSource - Inexpensive Shoes,20.0,Shopping,2024-04-06,18371,spending,April,none,0,
7915,Online Shopping - Electronics,149.99,Online Shopping,2024-04-07,18371,spending,April,none,0,
7916,Coffee Shop - Morning Espresso,4.5,Dining Out,2024-04-07,18371,spending,April,none,0,
7917,Transfer to Vacation Fund,300.0,Transfers,2024-04-07,18371,spending,April,none,0,
7918,Chase Credit Card Payment - Visa **** 1234,350.25,Credit Card Payment,2024-04-07,18371,spending,April,none,0,
7919,Asda,50.0,Groceries,2024-04-08,18371,spending,April,none,0,
7920,Grocery Shopping - Fresh Grocers,58.4,Groceries,2024-04-08,18371,spending,April,none,0,
7921,Transfer to Emergency Fund,200.0,Transfers,2024-04-08,18371,spending,April,none,0,
7922,ATM Withdrawal - VWX Bank ATM,70.0,Cash Withdrawal,2024-04-09,18371,spending,April,none,0,
7923,Coffee Shop - Latte and Croissant,6.75,Dining Out,2024-04-09,18371,spending,April,none,0,
7924,Transfer from Checking to Savings,150.0,Transfers,2024-04-11,18371,spending,April,none,0,
7925,Transfer from Savings to Checking,500.0,Transfers,2024-04-11,18371,spending,April,none,0,
7926,Online Shopping - Tech Accessories,59.99,Online Shopping,2024-04-11,18371,spending,April,none,0,
7927,Transfer to Vacation Fund,400.0,Transfers,2024-04-11,18371,spending,April,none,0,
7928,Home Improvement - Renovation Supplies,120.3,Home Improvement,2024-04-12,18371,spending,April,none,0,
7929,ATM Withdrawal - GHI Bank ATM,70.0,Cash Withdrawal,2024-04-13,18371,spending,April,none,0,
7930,Morrisons,45.0,Groceries,2024-04-14,18371,spending,April,none,0,
7931,Walmart Grocery,60.0,Groceries,2024-04-14,18371,spending,April,none,0,
7932,Hy-Vee,40.0,Groceries,2024-04-14,18371,spending,April,none,0,
7933,ATM Withdrawal - JKL Bank ATM,90.0,Cash Withdrawal,2024-04-14,18371,spending,April,none,0,
7934,Hematology Clinic - Blood Disorder Consultation,160.0,Healthcare,2024-04-15,18371,spending,April,none,0,
7935,ATM Withdrawal - JKL Bank ATM,100.0,Cash Withdrawal,2024-04-15,18371,spending,April,none,0,
7936,Acme Markets,45.0,Groceries,2024-04-15,18371,spending,April,none,0,
7937,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2024-04-17,18371,spending,April,none,0,
7938,Restaurant - Dinner with Friends,100.0,Dining Out,2024-04-18,18371,spending,April,none,0,
7939,ATM Withdrawal - PQR Bank ATM,70.0,Cash Withdrawal,2024-04-18,18371,spending,April,none,0,
7940,Grocery Shopping - Mega Mart,65.25,Groceries,2024-04-18,18371,spending,April,none,0,
7941,ATM Withdrawal - STU Bank ATM,100.0,Cash Withdrawal,2024-04-19,18371,spending,April,none,0,
7942,Credit Card Payment - American Express **** 5678,175.0,Credit Card Payment,2024-04-19,18371,spending,April,none,0,
7943,ATM Withdrawal - DEF Bank ATM,90.0,Cash Withdrawal,2024-04-19,18371,spending,April,none,0,
7944,Transfer to Emergency Fund,200.0,Transfers,2024-04-19,18371,spending,April,none,0,
7945,Electronics Store - Gadget Purchase,180.75,Electronics,2024-04-19,18371,spending,April,none,0,
7946,Car Loan Payment - Auto Finance Inc.,300.0,Loan Payment,2024-04-19,18371,spending,April,none,0,
7947,Harris Teeter,50.0,Groceries,2024-04-19,18371,spending,April,none,0,
7948,Fuel Purchase - Gas Station,40.75,Transportation,2024-04-21,18371,spending,April,none,0,
7949,Podiatrist - Foot Examination,90.0,Healthcare,2024-04-22,18371,spending,April,none,0,
7950,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2024-04-22,18371,spending,April,none,0,
7951,Coffee Shop - Cappuccino,5.25,Dining Out,2024-04-23,18371,spending,April,none,0,
7952,Sports Medicine Clinic - Injury Evaluation,140.0,Healthcare,2024-04-23,18371,spending,April,none,0,
