,Descriptions,Amount,Category,date,customer_id,type,is_scam_transaction,fraud_type,case_id,transaction_id,month,customer_scammed,bank_to,bank_from,transac_prob,customer_prob,date_DF_created
684,,246.5,Transfers,2023-10-31,16898,spending,0,none,,,October,0,bank_B,bank_E,0.66,0.4,2024-02-03
685,,54.36,Groceries,2023-10-31,16898,spending,0,none,,,October,0,bank_A,bank_E,0.44,0.4,2024-02-03
686,,36.12,Groceries,2023-10-31,16239,spending,0,none,,,October,0,bank_D,bank_A,0.35,0.65,2024-02-03
687,,89.26,Cash Withdrawal,2023-10-31,19583,spending,0,none,,,October,0,,bank_B,0.25,0.29,2024-02-03
688,,9.39,Interest,2023-10-31,17747,spending,0,none,,,October,0,bank_B,bank_C,0.26,0.32,2024-02-03
689,,39.49,Credit Card Payment,2023-10-31,19583,spending,0,none,,,October,0,bank_A,bank_B,0.49,0.29,2024-02-03
690,,384.66,Transfers,2023-10-31,13021,spending,0,none,,,October,0,bank_B,bank_B,0.58,0.39,2024-02-03
691,,270.01,Holiday,2023-10-31,13021,spending,0,none,,,October,0,bank_D,bank_B,0.63,0.39,2024-02-03
692,,47.33,Healthcare,2023-10-31,17357,spending,0,none,,,October,0,bank_A,bank_D,0.32,0.38,2024-02-03
693,,58.31,Online Shopping,2023-10-31,16400,spending,0,none,,,October,0,bank_B,bank_A,0.54,0.42,2024-02-03
694,,20.83,Groceries,2023-10-31,16400,spending,0,none,,,October,0,bank_A,bank_A,0.16,0.42,2024-02-03
695,,98.6,Online Shopping,2023-10-31,16400,spending,0,none,,,October,0,bank_A,bank_A,0.52,0.42,2024-02-03
696,,24.77,Entertainment,2023-10-31,16400,spending,0,none,,,October,0,bank_A,bank_A,0.31,0.42,2024-02-03
697,,77.0,Cash Withdrawal,2023-10-31,17357,spending,0,none,,,October,0,,bank_D,0.22,0.38,2024-02-03
698,,53.09,Groceries,2023-10-31,17357,spending,0,none,,,October,0,bank_D,bank_D,0.41,0.38,2024-02-03
699,,28.97,Cash Withdrawal,2023-10-31,16239,spending,0,none,,,October,0,,bank_A,0.18,0.65,2024-02-03
700,,103.2,Cash Withdrawal,2023-10-31,17357,spending,0,none,,,October,0,,bank_D,0.22,0.38,2024-02-03
701,,81.99,Groceries,2023-10-31,17357,spending,0,none,,,October,0,bank_B,bank_D,0.45,0.38,2024-02-03
702,,237.28,Home Improvement,2023-10-31,17747,spending,0,none,,,October,0,bank_D,bank_C,0.56,0.32,2024-02-03
703,,68.91,Cash Withdrawal,2023-10-31,13021,spending,0,none,,,October,0,,bank_B,0.24,0.39,2024-02-03
704,,542.82,Transfers,2023-10-31,16239,spending,0,none,,,October,0,bank_D,bank_A,0.79,0.65,2024-02-03
705,,858.26,Housing,2023-11-01,19583,spending,0,none,,,November,0,bank_B,bank_B,0.52,0.29,2024-02-03
706,,42.47,Utilities,2023-11-01,17357,spending,0,none,,,November,0,bank_C,bank_D,0.46,0.38,2024-02-03
707,,15588.00369707294,Income,2023-11-01,16239,income,0,none,,,November,0,bank_A,bank_D,,0.65,2024-02-03
708,,447.94,Credit Card Payment,2023-11-01,16898,spending,0,none,,,November,0,bank_C,bank_E,0.59,0.4,2024-02-03
709,,129.16,Utilities,2023-11-01,16898,spending,0,none,,,November,0,bank_E,bank_E,0.48,0.4,2024-02-03
710,,83.27,Groceries,2023-11-01,16898,spending,0,none,,,November,0,bank_D,bank_E,0.57,0.4,2024-02-03
711,,1081.4,Housing,2023-11-01,16898,spending,0,none,,,November,0,bank_D,bank_E,0.54,0.4,2024-02-03
712,,14243.649444520548,Income,2023-11-01,16400,income,0,none,,,November,0,bank_A,bank_C,,0.42,2024-02-03
713,,87.31,Cash Withdrawal,2023-11-01,16400,spending,0,none,,,November,0,,bank_A,0.15,0.42,2024-02-03
714,,207.81,Shopping,2023-11-01,16400,spending,0,none,,,November,0,bank_D,bank_A,0.63,0.42,2024-02-03
715,,708.25,Transfers,2023-11-01,16400,spending,0,none,,,November,0,bank_A,bank_A,0.71,0.42,2024-02-03
716,,1449.7,Housing,2023-11-01,16239,spending,0,none,,,November,0,bank_B,bank_A,0.73,0.65,2024-02-03
717,,19.66,Utilities,2023-11-01,16400,spending,0,none,,,November,0,bank_B,bank_A,0.29,0.42,2024-02-03
718,,125.68,Utilities,2023-11-01,19583,spending,0,none,,,November,0,bank_C,bank_B,0.69,0.29,2024-02-03
719,,613.42,Transfers,2023-11-01,12782,spending,0,none,,,November,1,bank_B,bank_D,0.75,0.6,2024-02-03
720,,15.47,Utilities,2023-11-01,12782,spending,0,none,,,November,1,bank_D,bank_D,0.36,0.6,2024-02-03
721,,13678.156870444662,Income,2023-11-01,12782,income,0,none,,,November,1,bank_D,bank_A,,0.6,2024-02-03
722,,1838.13,Housing,2023-11-01,12782,spending,0,none,,,November,1,bank_D,bank_D,0.74,0.6,2024-02-03
723,,59.68,Cash Withdrawal,2023-11-01,16239,spending,0,none,,,November,0,,bank_A,0.29,0.65,2024-02-03
724,,30.75,Utilities,2023-11-01,16239,spending,0,none,,,November,0,bank_D,bank_A,0.39,0.65,2024-02-03
725,,176.25,Online Shopping,2023-11-01,16239,spending,0,none,,,November,0,bank_A,bank_A,0.58,0.65,2024-02-03
726,,1230.96,Housing,2023-11-01,16400,spending,0,none,,,November,0,bank_B,bank_A,0.56,0.42,2024-02-03
727,,15814.39092851312,Income,2023-11-01,19583,income,0,none,,,November,0,bank_B,bank_B,,0.29,2024-02-03
728,,16332.339155997315,Income,2023-11-01,16898,income,0,none,,,November,0,bank_E,bank_A,,0.4,2024-02-03
729,,23214.46302777965,Income,2023-11-01,17216,income,0,none,,,November,0,bank_B,bank_C,,0.55,2024-02-03
730,,37.0,Entertainment,2023-11-01,13021,spending,0,none,,,November,0,bank_E,bank_B,0.41,0.39,2024-02-03
731,,14862.531105621709,Income,2023-11-01,17357,income,0,none,,,November,0,bank_D,bank_C,,0.38,2024-02-03
732,,44.53,Utilities,2023-11-01,19746,spending,0,none,,,November,0,bank_C,bank_B,0.42,0.68,2024-02-03
733,,47.89,Cash Withdrawal,2023-11-01,19746,spending,0,none,,,November,0,,bank_B,0.17,0.68,2024-02-03
734,,22.73,Cash Withdrawal,2023-11-01,19746,spending,0,none,,,November,0,,bank_B,0.23,0.68,2024-02-03
735,,19776.060468977943,Income,2023-11-01,17747,income,0,none,,,November,0,bank_C,bank_E,,0.32,2024-02-03
736,,11.09,Utilities,2023-11-01,17747,spending,0,none,,,November,0,bank_B,bank_C,0.19,0.32,2024-02-03
737,,90.42,Cash Withdrawal,2023-11-01,17747,spending,0,none,,,November,0,,bank_C,0.29,0.32,2024-02-03
738,,1771.72,Housing,2023-11-01,17747,spending,0,none,,,November,0,bank_B,bank_C,0.52,0.32,2024-02-03
739,,1120.26,Housing,2023-11-01,13021,spending,0,none,,,November,0,bank_A,bank_B,0.59,0.39,2024-02-03
740,,195.96,Utilities,2023-11-01,13021,spending,0,none,,,November,0,bank_A,bank_B,0.55,0.39,2024-02-03
741,,14.46,Groceries,2023-11-01,19746,spending,0,none,,,November,0,bank_C,bank_B,0.28,0.68,2024-02-03
742,,62.29,Cash Withdrawal,2023-11-01,17216,spending,0,none,,,November,0,,bank_B,0.2,0.55,2024-02-03
743,,1343.5,Housing,2023-11-01,19746,spending,0,none,,,November,0,bank_A,bank_B,0.67,0.68,2024-02-03
744,,15568.0710303743,Income,2023-11-01,13021,income,0,none,,,November,0,bank_B,bank_C,,0.39,2024-02-03
745,,31.57,Groceries,2023-11-01,17357,spending,0,none,,,November,0,bank_B,bank_D,0.47,0.38,2024-02-03
746,,99.02,Transfers,2023-11-01,17357,spending,0,none,,,November,0,bank_C,bank_D,0.64,0.38,2024-02-03
747,,14.61,Groceries,2023-11-01,17357,spending,0,none,,,November,0,bank_A,bank_D,0.26,0.38,2024-02-03
748,,141.23,Credit Card Payment,2023-11-01,17216,spending,0,none,,,November,0,bank_E,bank_B,0.52,0.55,2024-02-03
749,,31.41,Utilities,2023-11-01,17216,spending,0,none,,,November,0,bank_C,bank_B,0.19,0.55,2024-02-03
750,,34.54,Groceries,2023-11-01,17216,spending,0,none,,,November,0,bank_E,bank_B,0.54,0.55,2024-02-03
751,,2041.29,Housing,2023-11-01,17357,spending,0,none,,,November,0,bank_A,bank_D,0.7,0.38,2024-02-03
752,,64.24,Cash Withdrawal,2023-11-01,13021,spending,0,none,,,November,0,,bank_B,0.13,0.39,2024-02-03
753,,17024.217812557217,Income,2023-11-01,19746,income,0,none,,,November,0,bank_B,bank_D,,0.68,2024-02-03
754,,47.92,Cash Withdrawal,2023-11-01,16898,spending,0,none,,,November,0,,bank_E,0.18,0.4,2024-02-03
755,,1195.59,Housing,2023-11-01,17216,spending,0,none,,,November,0,bank_E,bank_B,0.73,0.55,2024-02-03
756,,130.53,Utilities,2023-11-02,19746,spending,0,none,,,November,0,bank_C,bank_B,0.65,0.68,2024-02-03
757,,72.8,Groceries,2023-11-02,13021,spending,0,none,,,November,0,bank_B,bank_B,0.6,0.39,2024-02-03
758,,104.53,Online Shopping,2023-11-02,13021,spending,0,none,,,November,0,bank_E,bank_B,0.6,0.39,2024-02-03
759,,13.15,Groceries,2023-11-02,12782,spending,0,none,,,November,1,bank_B,bank_D,0.37,0.6,2024-02-03
760,,68.65,Groceries,2023-11-02,12782,spending,0,none,,,November,1,bank_D,bank_D,0.48,0.6,2024-02-03
761,,24.66,Entertainment,2023-11-02,12782,spending,0,none,,,November,1,bank_B,bank_D,0.22,0.6,2024-02-03
762,,84.34,Entertainment,2023-11-02,12782,spending,0,none,,,November,1,bank_E,bank_D,0.63,0.6,2024-02-03
763,,42.43,Groceries,2023-11-02,12782,spending,0,none,,,November,1,bank_B,bank_D,0.38,0.6,2024-02-03
764,,912.35,Home Improvement,2023-11-02,12782,spending,0,none,,,November,1,bank_D,bank_D,0.55,0.6,2024-02-03
765,,92.07,Groceries,2023-11-02,12782,spending,0,none,,,November,1,bank_C,bank_D,0.69,0.6,2024-02-03
766,,46.59,Cash Withdrawal,2023-11-02,19746,spending,0,none,,,November,0,,bank_B,0.24,0.68,2024-02-03
767,,38.79,Entertainment,2023-11-02,17216,spending,0,none,,,November,0,bank_A,bank_B,0.42,0.55,2024-02-03
768,,118.49,Utilities,2023-11-02,17216,spending,0,none,,,November,0,bank_C,bank_B,0.57,0.55,2024-02-03
769,,31.92,Personal care,2023-11-02,13021,spending,0,none,,,November,0,bank_A,bank_B,0.38,0.39,2024-02-03
770,,25.33,Entertainment,2023-11-02,19746,spending,0,none,,,November,0,bank_A,bank_B,0.32,0.68,2024-02-03
771,,81.05,Transfers,2023-11-02,19746,spending,0,none,,,November,0,bank_A,bank_B,0.52,0.68,2024-02-03
772,,114.41,Online Shopping,2023-11-02,17216,spending,0,none,,,November,0,bank_C,bank_B,0.56,0.55,2024-02-03
773,,62.62,Healthcare,2023-11-02,16239,spending,0,none,,,November,0,bank_D,bank_A,0.51,0.65,2024-02-03
774,,30.79,Utilities,2023-11-02,16898,spending,0,none,,,November,0,bank_E,bank_E,0.44,0.4,2024-02-03
775,,57.57,Healthcare,2023-11-02,16898,spending,0,none,,,November,0,bank_A,bank_E,0.35,0.4,2024-02-03
776,,146.54,Utilities,2023-11-02,19583,spending,0,none,,,November,0,bank_C,bank_B,0.61,0.29,2024-02-03
777,,26.61,Utilities,2023-11-02,12782,spending,0,none,,,November,1,bank_D,bank_D,0.34,0.6,2024-02-03
778,,73.72,Utilities,2023-11-02,13021,spending,0,none,,,November,0,bank_A,bank_B,0.42,0.39,2024-02-03
779,,113.18,Utilities,2023-11-02,17357,spending,0,none,,,November,0,bank_C,bank_D,0.63,0.38,2024-02-03
780,,68.45,Online Shopping,2023-11-02,17357,spending,0,none,,,November,0,bank_B,bank_D,0.48,0.38,2024-02-03
781,,52.2,Cash Withdrawal,2023-11-02,16239,spending,0,none,,,November,0,,bank_A,0.12,0.65,2024-02-03
782,,106.55,Utilities,2023-11-02,16400,spending,0,none,,,November,0,bank_B,bank_A,0.6,0.42,2024-02-03
783,,570.73,Holiday,2023-11-02,17357,spending,0,none,,,November,0,bank_B,bank_D,0.58,0.38,2024-02-03
784,,6.79,Interest,2023-11-02,16239,spending,0,none,,,November,0,bank_C,bank_A,0.32,0.65,2024-02-03
785,,10.65,Utilities,2023-11-02,16239,spending,0,none,,,November,0,bank_D,bank_A,0.2,0.65,2024-02-03
786,,97.23,Utilities,2023-11-02,17747,spending,0,none,,,November,0,bank_B,bank_C,0.49,0.32,2024-02-03
787,,72.88,Cash Withdrawal,2023-11-02,16239,spending,0,none,,,November,0,,bank_A,0.11,0.65,2024-02-03
788,,9.28,Interest,2023-11-03,16898,spending,0,none,,,November,0,bank_B,bank_E,0.34,0.4,2024-02-03
789,,16.07,Entertainment,2023-11-03,16898,spending,0,none,,,November,0,bank_D,bank_E,0.26,0.4,2024-02-03
790,,260.46,Transfers,2023-11-03,16898,spending,0,none,,,November,0,bank_C,bank_E,0.56,0.4,2024-02-03
791,,90.5,Utilities,2023-11-03,16898,spending,0,none,,,November,0,bank_E,bank_E,0.41,0.4,2024-02-03
792,,66.64,Cash Withdrawal,2023-11-03,16898,spending,0,none,,,November,0,,bank_E,0.11,0.4,2024-02-03
793,,18.3,Utilities,2023-11-03,19746,spending,0,none,,,November,0,bank_C,bank_B,0.22,0.68,2024-02-03
794,,12.35,Personal care,2023-11-03,12782,spending,0,none,,,November,1,bank_E,bank_D,0.18,0.6,2024-02-03
795,,77.22,Cash Withdrawal,2023-11-03,12782,spending,0,none,,,November,1,,bank_D,0.17,0.6,2024-02-03
796,,16.88,Cash Withdrawal,2023-11-03,12782,spending,0,none,,,November,1,,bank_D,0.12,0.6,2024-02-03
797,,36.38,Credit Card Payment,2023-11-03,12782,spending,0,none,,,November,1,bank_A,bank_D,0.55,0.6,2024-02-03
798,,25.67,Entertainment,2023-11-03,17747,spending,0,none,,,November,0,bank_A,bank_C,0.56,0.32,2024-02-03
799,,394.04,Credit Card Payment,2023-11-03,16898,spending,0,none,,,November,0,Intrnl,bank_E,0.54,0.4,2024-02-03
800,,21.02,Utilities,2023-11-03,17747,spending,0,none,,,November,0,bank_B,bank_C,0.17,0.32,2024-02-03
801,,109.0,Utilities,2023-11-03,13021,spending,0,none,,,November,0,bank_A,bank_B,0.62,0.39,2024-02-03
802,,12.08,Utilities,2023-11-03,12782,spending,0,none,,,November,1,bank_D,bank_D,0.36,0.6,2024-02-03
803,,209.78,Credit Card Payment,2023-11-03,19583,spending,0,none,,,November,0,bank_D,bank_B,0.6,0.29,2024-02-03
804,,168.61,Credit Card Payment,2023-11-03,19583,spending,0,none,,,November,0,bank_C,bank_B,0.76,0.29,2024-02-03
805,,72.48,Transfers,2023-11-03,19583,spending,0,none,,,November,0,bank_C,bank_B,0.44,0.29,2024-02-03
806,,30.51,Dining Out,2023-11-03,19583,spending,0,none,,,November,0,bank_A,bank_B,0.18,0.29,2024-02-03
807,,19.21,Dining Out,2023-11-03,19583,spending,0,none,,,November,0,bank_D,bank_B,0.24,0.29,2024-02-03
808,,34.18,Groceries,2023-11-03,19583,spending,0,none,,,November,0,bank_E,bank_B,0.34,0.29,2024-02-03
809,,26.7,Utilities,2023-11-03,19583,spending,0,none,,,November,0,bank_C,bank_B,0.36,0.29,2024-02-03
810,,16.23,Utilities,2023-11-03,16400,spending,0,none,,,November,0,bank_B,bank_A,0.15,0.42,2024-02-03
811,,79.93,Cash Withdrawal,2023-11-03,16400,spending,0,none,,,November,0,,bank_A,0.13,0.42,2024-02-03
812,,33.62,Utilities,2023-11-03,17357,spending,0,none,,,November,0,bank_C,bank_D,0.51,0.38,2024-02-03
813,,10.86,Interest,2023-11-03,17357,spending,0,none,,,November,0,bank_E,bank_D,0.2,0.38,2024-02-03
814,,75.99,Cash Withdrawal,2023-11-03,16400,spending,0,none,,,November,0,,bank_A,0.29,0.42,2024-02-03
815,,12.77,Transportation,2023-11-03,16239,spending,0,none,,,November,0,bank_B,bank_A,0.34,0.65,2024-02-03
816,,584.92,Transfers,2023-11-03,16239,spending,0,none,,,November,0,bank_A,bank_A,0.77,0.65,2024-02-03
817,,113.7,Utilities,2023-11-03,16239,spending,0,none,,,November,0,bank_D,bank_A,0.67,0.65,2024-02-03
818,,54.33,Transfers,2023-11-03,17357,spending,0,none,,,November,0,bank_C,bank_D,0.43,0.38,2024-02-03
819,,59.85,Cash Withdrawal,2023-11-03,16239,spending,0,none,,,November,0,,bank_A,0.2,0.65,2024-02-03
820,,26.0,Utilities,2023-11-03,17216,spending,0,none,,,November,0,bank_C,bank_B,0.18,0.55,2024-02-03
821,,28.18,Healthcare,2023-11-03,16239,spending,0,none,,,November,0,bank_B,bank_A,0.38,0.65,2024-02-03
822,,154.72,Groceries,2023-11-03,17216,spending,0,none,,,November,0,bank_B,bank_B,0.55,0.55,2024-02-03
823,,757.8,Shopping,2023-11-03,17216,spending,0,none,,,November,0,bank_E,bank_B,0.7,0.55,2024-02-03
824,,84.74,Transfers,2023-11-04,17216,spending,0,none,,,November,0,bank_E,bank_B,0.62,0.55,2024-02-03
825,,121.63,Credit Card Payment,2023-11-04,17216,spending,0,none,,,November,0,bank_A,bank_B,0.48,0.55,2024-02-03
826,,39.26,Groceries,2023-11-04,19583,spending,0,none,,,November,0,bank_D,bank_B,0.58,0.29,2024-02-03
827,,121.98,Healthcare,2023-11-04,19583,spending,0,none,,,November,0,bank_B,bank_B,0.56,0.29,2024-02-03
828,,1578.17,Home Improvement,2023-11-04,12782,spending,0,none,,,November,1,bank_C,bank_D,0.59,0.6,2024-02-03
829,,66.16,Online Shopping,2023-11-04,19583,spending,0,none,,,November,0,bank_C,bank_B,0.39,0.29,2024-02-03
830,,503.56,Shopping,2023-11-04,19583,spending,0,none,,,November,0,bank_C,bank_B,0.73,0.29,2024-02-03
831,,74.47,Transportation,2023-11-04,17216,spending,0,none,,,November,0,bank_C,bank_B,0.46,0.55,2024-02-03
832,,176.99,Utilities,2023-11-04,17216,spending,0,none,,,November,0,bank_C,bank_B,0.56,0.55,2024-02-03
833,,375.56,Credit Card Payment,2023-11-04,16898,spending,0,none,,,November,0,bank_E,bank_E,0.76,0.4,2024-02-03
834,,5.34,Bank Fees,2023-11-04,16898,spending,0,none,,,November,0,bank_B,bank_E,0.18,0.4,2024-02-03
835,,10.11,Interest,2023-11-04,16898,spending,0,none,,,November,0,bank_E,bank_E,0.25,0.4,2024-02-03
836,,142.19,Utilities,2023-11-04,16898,spending,0,none,,,November,0,bank_E,bank_E,0.5,0.4,2024-02-03
837,,12.63,Utilities,2023-11-04,17747,spending,0,none,,,November,0,bank_B,bank_C,0.24,0.32,2024-02-03
838,,7.97,Interest,2023-11-04,16239,spending,0,none,,,November,0,bank_D,bank_A,0.14,0.65,2024-02-03
839,,229.96,Credit Card Payment,2023-11-04,17357,spending,0,none,,,November,0,bank_C,bank_D,0.59,0.38,2024-02-03
840,,64.18,Transportation,2023-11-04,17357,spending,0,none,,,November,0,bank_B,bank_D,0.69,0.38,2024-02-03
841,,272.59,Home Improvement,2023-11-04,16400,spending,0,none,,,November,0,bank_D,bank_A,0.61,0.42,2024-02-03
842,,690.57,Transfers,2023-11-04,16400,spending,0,none,,,November,0,bank_D,bank_A,0.58,0.42,2024-02-03
843,,504.29,Transfers,2023-11-04,17216,spending,0,none,,,November,0,bank_C,bank_B,0.53,0.55,2024-02-03
844,,432.33,Transfers,2023-11-04,19746,spending,0,none,,,November,0,bank_C,bank_B,0.64,0.68,2024-02-03
845,,96.5,Utilities,2023-11-04,17357,spending,0,none,,,November,0,bank_C,bank_D,0.5,0.38,2024-02-03
846,,46.79,Cash Withdrawal,2023-11-04,19746,spending,0,none,,,November,0,,bank_B,0.23,0.68,2024-02-03
847,,27.01,Transfers,2023-11-04,16898,spending,0,none,,,November,0,bank_B,bank_E,0.13,0.4,2024-02-03
848,,16.4,Utilities,2023-11-04,13021,spending,0,none,,,November,0,bank_A,bank_B,0.34,0.39,2024-02-03
849,,269.86,Transfers,2023-11-04,16898,spending,0,none,,,November,0,bank_B,bank_E,0.51,0.4,2024-02-03
850,,423.07,Credit Card Payment,2023-11-04,19746,spending,0,none,,,November,0,bank_E,bank_B,0.75,0.68,2024-02-03
851,,16.37,Personal care,2023-11-04,16898,spending,0,none,,,November,0,bank_E,bank_E,0.12,0.4,2024-02-03
852,,51.95,Transportation,2023-11-04,17216,spending,0,none,,,November,0,bank_A,bank_B,0.51,0.55,2024-02-03
853,,145.05,Online Shopping,2023-11-05,19746,spending,0,none,,,November,0,bank_A,bank_B,0.67,0.68,2024-02-03
854,,46.44,Dining Out,2023-11-05,19746,spending,0,none,,,November,0,bank_A,bank_B,0.58,0.68,2024-02-03
855,,76.16,Groceries,2023-11-05,16400,spending,0,none,,,November,0,bank_E,bank_A,0.49,0.42,2024-02-03
856,,19.07,Personal care,2023-11-05,12782,spending,0,none,,,November,1,bank_B,bank_D,0.3,0.6,2024-02-03
857,,148.02,Transfers,2023-11-05,19583,spending,0,none,,,November,0,bank_B,bank_B,0.46,0.29,2024-02-03
858,,778.68,Transfers,2023-11-05,19583,spending,0,none,,,November,0,bank_B,bank_B,0.78,0.29,2024-02-03
859,,18.16,Transportation,2023-11-05,19583,spending,0,none,,,November,0,bank_A,bank_B,0.15,0.29,2024-02-03
860,,21.91,Groceries,2023-11-05,19583,spending,0,none,,,November,0,bank_C,bank_B,0.33,0.29,2024-02-03
861,,32.17,Dining Out,2023-11-05,12782,spending,0,none,,,November,1,bank_D,bank_D,0.55,0.6,2024-02-03
862,,490.41,Transfers,2023-11-05,17357,spending,0,none,,,November,0,bank_E,bank_D,0.67,0.38,2024-02-03
863,,145.38,Shopping,2023-11-05,19583,spending,0,none,,,November,0,bank_C,bank_B,0.63,0.29,2024-02-03
864,,80.03,Groceries,2023-11-05,17357,spending,0,none,,,November,0,bank_D,bank_D,0.6,0.38,2024-02-03
865,,27.38,Transportation,2023-11-05,17216,spending,0,none,,,November,0,bank_A,bank_B,0.22,0.55,2024-02-03
866,,13.87,Cash Withdrawal,2023-11-05,13021,spending,0,none,,,November,0,,bank_B,0.14,0.39,2024-02-03
867,,253.84,Online Shopping,2023-11-05,16898,spending,0,none,,,November,0,Intrnl,bank_E,0.58,0.4,2024-02-03
868,,43.62,Online Shopping,2023-11-05,17216,spending,0,none,,,November,0,Intrnl,bank_B,0.41,0.55,2024-02-03
869,,16.06,Dining Out,2023-11-05,17747,spending,0,none,,,November,0,bank_A,bank_C,0.19,0.32,2024-02-03
870,,34.27,Dining Out,2023-11-05,17747,spending,0,none,,,November,0,bank_B,bank_C,0.51,0.32,2024-02-03
871,,674.78,Transfers,2023-11-05,17216,spending,0,none,,,November,0,bank_E,bank_B,0.63,0.55,2024-02-03
872,,62.93,Groceries,2023-11-05,16898,spending,0,none,,,November,0,bank_A,bank_E,0.59,0.4,2024-02-03
873,,987.1,Transfers,2023-11-05,19746,spending,0,none,,,November,0,bank_A,bank_B,0.52,0.68,2024-02-03
874,,62.33,Cash Withdrawal,2023-11-05,16898,spending,0,none,,,November,0,,bank_E,0.13,0.4,2024-02-03
875,,29.93,Cash Withdrawal,2023-11-05,12782,spending,0,none,,,November,1,,bank_D,0.18,0.6,2024-02-03
876,,44.34,Cash Withdrawal,2023-11-05,12782,spending,0,none,,,November,1,,bank_D,0.27,0.6,2024-02-03
877,,314.25,Transfers,2023-11-05,12782,spending,0,none,,,November,1,bank_C,bank_D,0.68,0.6,2024-02-03
878,,196.3,Home Improvement,2023-11-05,16898,spending,0,none,,,November,0,bank_E,bank_E,0.62,0.4,2024-02-03
879,,49.7,Online Shopping,2023-11-05,19746,spending,0,none,,,November,0,bank_A,bank_B,0.54,0.68,2024-02-03
880,,103.36,Healthcare,2023-11-05,16898,spending,0,none,,,November,0,bank_E,bank_E,0.57,0.4,2024-02-03
881,,146.01,Credit Card Payment,2023-11-05,12782,spending,0,none,,,November,1,bank_E,bank_D,0.56,0.6,2024-02-03
882,,423.81,Transfers,2023-11-06,17747,spending,0,none,,,November,0,bank_D,bank_C,0.74,0.32,2024-02-03
883,,13.05,Entertainment,2023-11-06,17357,spending,0,none,,,November,0,bank_C,bank_D,0.11,0.38,2024-02-03
884,,3.45,Bank Fees,2023-11-06,17357,spending,0,none,,,November,0,bank_A,bank_D,0.11,0.38,2024-02-03
885,,58.3,Cash Withdrawal,2023-11-06,17357,spending,0,none,,,November,0,,bank_D,0.23,0.38,2024-02-03
886,,115.43,Cash Withdrawal,2023-11-06,17216,spending,0,none,,,November,0,,bank_B,0.16,0.55,2024-02-03
887,,32.51,Cash Withdrawal,2023-11-06,17216,spending,0,none,,,November,0,,bank_B,0.12,0.55,2024-02-03
888,,56.97,Cash Withdrawal,2023-11-06,17216,spending,0,none,,,November,0,,bank_B,0.21,0.55,2024-02-03
889,,796.36,Transfers,2023-11-06,12782,spending,0,none,,,November,1,bank_A,bank_D,0.76,0.6,2024-02-03
890,,828.21,Transfers,2023-11-06,13021,spending,0,none,,,November,0,bank_D,bank_B,0.52,0.39,2024-02-03
891,,202.33,Healthcare,2023-11-06,17357,spending,0,none,,,November,0,bank_D,bank_D,0.78,0.38,2024-02-03
892,,18.99,Personal care,2023-11-06,13021,spending,0,none,,,November,0,bank_D,bank_B,0.29,0.39,2024-02-03
893,,139.57,Online Shopping,2023-11-06,13021,spending,0,none,,,November,0,bank_A,bank_B,0.55,0.39,2024-02-03
894,,62.62,Healthcare,2023-11-06,12782,spending,0,none,,,November,1,bank_A,bank_D,0.68,0.6,2024-02-03
895,,43.0,Entertainment,2023-11-06,12782,spending,0,none,,,November,1,bank_A,bank_D,0.32,0.6,2024-02-03
896,,26.12,Groceries,2023-11-06,13021,spending,0,none,,,November,0,bank_E,bank_B,0.28,0.39,2024-02-03
897,,670.07,Transfers,2023-11-06,17357,spending,0,none,,,November,0,bank_E,bank_D,0.58,0.38,2024-02-03
898,,27.18,Personal care,2023-11-06,19746,spending,0,none,,,November,0,bank_B,bank_B,0.47,0.68,2024-02-03
899,,79.32,Groceries,2023-11-06,16239,spending,0,none,,,November,0,bank_E,bank_A,0.4,0.65,2024-02-03
900,,23.66,Cash Withdrawal,2023-11-06,12782,spending,0,none,,,November,1,,bank_D,0.16,0.6,2024-02-03
901,,83.85,Groceries,2023-11-06,12782,spending,0,none,,,November,1,bank_A,bank_D,0.51,0.6,2024-02-03
902,,287.81,Shopping,2023-11-06,12782,spending,0,none,,,November,1,bank_D,bank_D,0.52,0.6,2024-02-03
903,,14.53,Personal care,2023-11-06,17747,spending,0,none,,,November,0,bank_C,bank_C,0.32,0.32,2024-02-03
904,,33.02,Credit Card Payment,2023-11-06,16400,spending,0,none,,,November,0,bank_B,bank_A,0.53,0.42,2024-02-03
905,,181.37,Cash Withdrawal,2023-11-06,19746,spending,0,none,,,November,0,,bank_B,0.13,0.68,2024-02-03
906,,31.02,Groceries,2023-11-06,19746,spending,0,none,,,November,0,bank_D,bank_B,0.54,0.68,2024-02-03
907,,755.59,Credit Card Payment,2023-11-06,19583,spending,0,none,,,November,0,bank_D,bank_B,0.75,0.29,2024-02-03
908,,133.53,Home Improvement,2023-11-06,19583,spending,0,none,,,November,0,bank_D,bank_B,0.58,0.29,2024-02-03
909,,52.32,Entertainment,2023-11-06,19583,spending,0,none,,,November,0,bank_A,bank_B,0.58,0.29,2024-02-03
910,,51.59,Cash Withdrawal,2023-11-06,19583,spending,0,none,,,November,0,,bank_B,0.26,0.29,2024-02-03
911,,88.7,Groceries,2023-11-06,19583,spending,0,none,,,November,0,bank_E,bank_B,0.47,0.29,2024-02-03
912,,40.44,Groceries,2023-11-06,19583,spending,0,none,,,November,0,bank_A,bank_B,0.55,0.29,2024-02-03
