,Unnamed: 0,Descriptions,Amount,Category,date,customer_id,type,is_scam_transaction,fraud_type,case_id,transaction_id,month,customer_scammed,In_or_Out,bank_to,bank_from,transac_prob,customer_prob,priority,date_DF_created,preds,diff
11848,11849,Transfer to Vacation Fund,400,Transfers,14/10/2023,15461,spending,0,none,,,October,0,paid_out,bank_D,bank_A,0.51,0.44,3,03/11/2023,,0
44930,44931,Online Shopping - Tech Accessories,59.99,Online Shopping,23/11/2023,18587,spending,0,none,,,November,0,paid_out,bank_C,bank_E,0.59,0.25,1,03/11/2023,,0
40429,40430,Netflix Subscription - Monthly Charge,12.99,Streaming Services,18/11/2023,16091,spending,0,none,,,November,0,paid_out,bank_C,bank_C,0.11,0.44,1,03/11/2023,,0
47346,47347,Transfer from Savings to Current,300,Transfers,27/11/2023,16462,income,0,none,,,November,0,paid_in,bank_C,bank_C,,0.6,3,03/11/2023,,0
13602,13603,Credit Card Payment - Mastercard **** 2345,125.5,Credit Card Payment,16/10/2023,18403,spending,0,none,,,October,0,paid_out,bank_B,bank_E,0.69,0.37,2,03/11/2023,,0
43531,43532,Transfer from Savings to Current,250,Transfers,22/11/2023,13963,income,0,none,,,November,0,paid_in,bank_E,bank_E,,0.41,3,03/11/2023,1,1
41465,41466,Trader Joe's,50,Groceries,19/11/2023,11529,spending,0,none,,,November,0,paid_out,bank_B,bank_C,0.29,0.49,1,03/11/2023,,0
17348,17349,Fuel Purchase - Gas Station,40.75,Transportation,21/10/2023,19142,spending,0,none,,,October,0,paid_out,bank_A,bank_C,0.25,0.53,1,03/11/2023,,0
39918,39919,Psychiatrist - Therapy Session,120,Healthcare,17/11/2023,11121,spending,0,none,,,November,0,paid_out,bank_A,bank_E,0.68,0.28,2,03/11/2023,1,1
27998,27999,Savings Account Interest - October,15.6,Interest,02/11/2023,15655,income,0,none,,,November,0,paid_in,bank_A,bank_C,,0.23,1,03/11/2023,,0
25429,25430,Salary Deposit - XYZ Corporation,9765.724856,Income,01/11/2023,11559,income,0,none,,,November,0,paid_in,bank_E,bank_B,,0.24,3,03/11/2023,,0
6874,6875,ATM Withdrawal - DEF Bank ATM,80,Cash Withdrawal,07/10/2023,11690,spending,0,none,,,October,0,paid_out,,bank_E,0.17,0.54,2,03/11/2023,,0
36015,36016,Transfer to Investment Account,500,Transfers,12/11/2023,14720,spending,0,none,,,November,0,paid_out,bank_C,bank_C,0.62,0.7,3,03/11/2023,1,1
36169,36170,Fuel Purchase - Gas Station,45.6,Transportation,12/11/2023,11864,spending,0,none,,,November,0,paid_out,bank_C,bank_E,0.22,0.43,1,03/11/2023,,0
9592,9593,Occupational Therapy - Injury Recovery,140,Healthcare,11/10/2023,15288,spending,0,none,,,October,0,paid_out,bank_C,bank_D,0.65,0.56,2,03/11/2023,,0
45856,45857,ATM Withdrawal - GHI Bank ATM,60,Cash Withdrawal,25/11/2023,13063,spending,0,none,,,November,1,paid_out,,bank_E,0.29,0.59,2,03/11/2023,,0
18403,18404,Charlotte Russe - Affordable Apparel,30,Shopping,23/10/2023,18726,spending,0,none,,,October,0,paid_out,bank_A,bank_B,0.37,0.58,1,03/11/2023,1,1
34505,34506,ATM Withdrawal - MNO Bank ATM,80,Cash Withdrawal,10/11/2023,13677,spending,0,none,,,November,0,paid_out,,bank_E,0.25,0.5,2,03/11/2023,,0
43137,43138,Coffee Shop - Morning Espresso,4.5,Dining Out,21/11/2023,13375,spending,0,none,,,November,0,paid_out,bank_A,bank_C,0.26,0.36,1,03/11/2023,0,0
28250,28251,Fast Food - Dinner Combo,15.25,Dining Out,03/11/2023,10683,spending,0,none,,,November,0,paid_out,bank_B,bank_D,0.3,0.69,1,03/11/2023,,0
12573,12574,Transfer from Savings to Current - Emergency Fund,500,Transfers,15/10/2023,13063,income,0,none,,,October,1,paid_in,bank_E,bank_E,,0.59,3,03/11/2023,1,1
22064,22065,ATM Withdrawal - JKL Bank ATM,100,Cash Withdrawal,27/10/2023,13375,spending,0,none,,,October,0,paid_out,,bank_C,0.18,0.36,2,03/11/2023,0,0
34002,34003,Online Retailer - Electronics Purchase,199.99,Online Shopping,09/11/2023,12278,spending,0,none,,,November,0,paid_out,bank_E,bank_C,0.53,0.55,3,03/11/2023,0,0
12772,12773,Transfer from Savings to Current,500,Transfers,15/10/2023,18222,income,0,none,,,October,0,paid_in,bank_C,bank_C,,0.28,3,03/11/2023,1,1
48882,48883,Grocery Shopping - Fresh Mart,45.3,Groceries,29/11/2023,18576,spending,0,none,,,November,0,paid_out,bank_C,bank_E,0.4,0.22,1,03/11/2023,0,0
29172,29173,Utilities Payment - Electricity,80,Utilities,03/11/2023,10271,spending,0,none,,,November,1,paid_out,bank_D,bank_E,0.51,0.89,1,03/11/2023,,0
39848,39849,Fast Food - Lunch on the Go,10.5,Dining Out,17/11/2023,17624,spending,0,none,,,November,0,paid_out,bank_D,bank_D,0.29,0.25,1,03/11/2023,0,0
31675,31676,Immunization Clinic - Vaccinations,50,Healthcare,06/11/2023,10776,spending,0,none,,,November,0,paid_out,bank_B,bank_D,0.38,0.56,1,03/11/2023,,0
2108,2109,Amazon.com - Online Shopping,89.99,Online Shopping,02/10/2023,11087,spending,0,none,,,October,1,paid_out,bank_A,bank_B,0.64,0.56,2,03/11/2023,,0
27991,27992,Water Bill Payment - Municipality,60.75,Utilities,02/11/2023,18818,spending,0,none,,,November,1,paid_out,bank_B,bank_D,0.33,0.67,1,03/11/2023,,0
37404,37405,Transfer to Investment Account,500,Transfers,14/11/2023,17712,spending,0,none,,,November,0,paid_out,bank_D,bank_A,0.75,0.29,3,03/11/2023,,0
40590,40591,Boohoo - Trendy Fashion,35,Shopping,18/11/2023,13955,spending,0,none,,,November,0,paid_out,bank_B,bank_D,0.37,0.24,1,03/11/2023,1,1
37155,37156,ATM Withdrawal - DEF Bank ATM,80,Cash Withdrawal,13/11/2023,14649,spending,0,none,,,November,0,paid_out,,bank_C,0.13,0.41,2,03/11/2023,0,0
15000,15001,Wegmans,60,Groceries,18/10/2023,15906,spending,0,none,,,October,0,paid_out,bank_E,bank_E,0.33,0.6,1,03/11/2023,,0
3942,3943,ATM Withdrawal - VWX Bank ATM,70,Cash Withdrawal,03/10/2023,12390,spending,0,none,,,October,0,paid_out,,bank_E,0.26,0.49,2,03/11/2023,,0
12191,12192,Transfer from Savings to Current - Emergency Fund,500,Transfers,14/10/2023,12181,income,0,none,,,October,0,paid_in,bank_C,bank_C,,0.26,3,03/11/2023,,0
38381,38382,Transfer from Current to Savings,150,Transfers,15/11/2023,15376,spending,0,none,,,November,0,paid_out,bank_B,bank_B,0.68,0.59,2,03/11/2023,,0
6262,6263,ATM Withdrawal - DEF Bank ATM,90,Cash Withdrawal,06/10/2023,17136,spending,0,none,,,October,0,paid_out,,bank_C,0.18,0.24,2,03/11/2023,0,0
31151,31152,Electronics Store Purchase - Tech Haven,249.99,Electronics,06/11/2023,11087,spending,0,none,,,November,1,paid_out,bank_E,bank_B,0.63,0.56,3,03/11/2023,,0
44774,44775,Home Improvement - Hardware Store,85.6,Home Improvement,23/11/2023,19603,spending,0,none,,,November,0,paid_out,bank_A,bank_A,0.68,0.21,2,03/11/2023,,0
2077,2078,Aldo - Affordable Footwear,35,Shopping,02/10/2023,17619,spending,0,none,,,October,1,paid_out,bank_A,bank_B,0.28,0.48,1,03/11/2023,,0
19617,19618,Walmart - Household Supplies,75.2,Groceries,24/10/2023,13969,spending,0,none,,,October,0,paid_out,bank_C,bank_D,0.56,0.32,1,03/11/2023,,0
27744,27745,Utilities Payment - Gas and Electric,95,Utilities,02/11/2023,17156,spending,0,none,,,November,1,paid_out,bank_B,bank_E,0.52,0.43,2,03/11/2023,,0
47599,47600,Online Retailer - Home Decor,89.99,Online Shopping,27/11/2023,13395,spending,0,none,,,November,1,paid_out,bank_E,bank_C,0.58,0.7,2,03/11/2023,,0
10209,10210,Netflix Subscription - Monthly Charge,12.99,Streaming Services,11/10/2023,17171,spending,0,none,,,October,0,paid_out,bank_C,bank_D,0.29,0.69,1,03/11/2023,,0
37603,37604,Online Retailer - Electronics Purchase,299.99,Online Shopping,14/11/2023,16360,spending,0,none,,,November,0,paid_out,bank_D,bank_A,0.74,0.61,3,03/11/2023,0,0
8434,8435,ATM Withdrawal - DEF Bank ATM,80,Cash Withdrawal,09/10/2023,12304,spending,0,none,,,October,0,paid_out,,bank_A,0.29,0.59,2,03/11/2023,0,0
40989,40990,Gas Station - Fuel Purchase,43.6,Transportation,18/11/2023,18377,spending,0,none,,,November,1,paid_out,bank_B,bank_B,0.2,0.54,1,03/11/2023,0,0
15042,15043,Transfer to Vacation Fund,400,Transfers,18/10/2023,10013,spending,0,none,,,October,0,paid_out,bank_C,bank_D,0.59,0.49,3,03/11/2023,,0
22988,22989,Amazon.com - Online Shopping,120.99,Online Shopping,29/10/2023,18850,spending,0,none,,,October,0,paid_out,bank_C,bank_C,0.48,0.3,2,03/11/2023,,0
23484,23485,Online Retailer - Electronics Purchase,299.99,Online Shopping,29/10/2023,15363,spending,0,none,,,October,0,paid_out,bank_C,bank_B,0.62,0.42,3,03/11/2023,,0
11822,11823,Transfer from Savings to Current,500,Transfers,14/10/2023,14678,income,0,none,,,October,0,paid_in,bank_C,bank_C,,0.21,3,03/11/2023,1,1
25475,25476,Transfer to Savings Account - Rainy Day Fund,300,Transfers,01/11/2023,16784,spending,0,none,,,November,0,paid_out,bank_B,bank_B,0.63,0.63,3,03/11/2023,,0
9088,9089,Credit Card Payment - American Express **** 6789,180,Credit Card Payment,10/10/2023,17287,spending,0,none,,,October,0,paid_out,bank_E,bank_D,0.52,0.22,3,03/11/2023,0,0
11123,11124,Credit Card Payment - Mastercard **** 5678,150,Credit Card Payment,13/10/2023,12960,spending,0,none,,,October,0,paid_out,bank_C,bank_C,0.59,0.54,2,03/11/2023,0,0
24485,24486,Morrisons,45,Groceries,31/10/2023,16013,spending,0,none,,,October,0,paid_out,bank_E,bank_E,0.36,0.52,1,03/11/2023,,0
35152,35153,Forever 21 - Fashion Shopping,35,Shopping,11/11/2023,17144,spending,0,none,,,November,0,paid_out,bank_E,bank_D,0.3,0.22,1,03/11/2023,,0
40874,40875,ATM Withdrawal - MNO Bank ATM,80,Cash Withdrawal,18/11/2023,17378,spending,0,none,,,November,0,paid_out,,bank_E,0.29,0.49,2,03/11/2023,,0
30609,30610,Transfer to Emergency Fund,175,Transfers,05/11/2023,13556,spending,0,none,,,November,0,paid_out,bank_E,bank_A,0.68,0.52,3,03/11/2023,1,1
47320,47321,Transfer to Emergency Fund,175,Transfers,27/11/2023,14326,spending,0,none,,,November,0,paid_out,bank_D,bank_E,0.53,0.64,3,03/11/2023,,0
46061,46062,Home Improvement - Paint and Supplies,110.75,Home Improvement,25/11/2023,11559,spending,0,none,,,November,0,paid_out,bank_D,bank_E,0.42,0.24,2,03/11/2023,,0
12470,12471,Co-op,40,Groceries,14/10/2023,11924,spending,0,none,,,October,0,paid_out,bank_C,bank_A,0.24,0.66,1,03/11/2023,,0
31717,31718,Food City,45,Groceries,06/11/2023,10743,spending,0,none,,,November,0,paid_out,bank_B,bank_E,0.23,0.57,1,03/11/2023,,0
26738,26739,Reproductive Health Center - Fertility Consultation,120,Healthcare,01/11/2023,13619,spending,0,none,,,November,0,paid_out,bank_B,bank_C,0.7,0.42,2,03/11/2023,,0
9347,9348,Transfer from Savings to Current,175,Transfers,10/10/2023,18587,income,0,none,,,October,0,paid_in,bank_E,bank_E,,0.25,3,03/11/2023,,0
23254,23255,Fast Food - Lunch on the Go,10.5,Dining Out,29/10/2023,10720,spending,0,none,,,October,0,paid_out,bank_A,bank_E,0.3,0.25,1,03/11/2023,,0
28160,28161,Utilities Payment - Gas and Electric,85.5,Utilities,02/11/2023,18912,spending,0,none,,,November,0,paid_out,bank_C,bank_D,0.69,0.36,2,03/11/2023,1,1
35972,35973,Doctor's Office - Medical Consultation,75,Healthcare,12/11/2023,13322,spending,0,none,,,November,0,paid_out,bank_D,bank_E,0.54,0.48,1,03/11/2023,,0
48707,48708,Transfer to Investment Account,400,Transfers,28/11/2023,18279,spending,0,none,,,November,0,paid_out,bank_A,bank_C,0.76,0.7,3,03/11/2023,1,1
10132,10133,ATM Withdrawal - JKL Bank ATM,100,Cash Withdrawal,11/10/2023,19348,spending,0,none,,,October,0,paid_out,,bank_A,0.19,0.36,2,03/11/2023,0,0
38059,38060,Gas Station - Fuel Purchase,40.45,Transportation,15/11/2023,17783,spending,0,none,,,November,0,paid_out,bank_A,bank_B,0.22,0.42,1,03/11/2023,,0
10574,10575,Smith's Food and Drug,50,Groceries,12/10/2023,14064,spending,0,none,,,October,0,paid_out,bank_D,bank_D,0.38,0.25,1,03/11/2023,0,0
33016,33017,Transfer to Investment Account,450,Transfers,08/11/2023,14707,spending,0,none,,,November,0,paid_out,bank_E,bank_E,0.51,0.68,3,03/11/2023,,0
12431,12432,Gynecologist - Women's Health Check,95,Healthcare,14/10/2023,17368,spending,0,none,,,October,0,paid_out,bank_B,bank_E,0.43,0.63,2,03/11/2023,,0
5792,5793,Grocery Store - Fresh Produce,38.45,Groceries,05/10/2023,18792,spending,0,none,,,October,0,paid_out,bank_D,bank_A,0.36,0.24,1,03/11/2023,,0
47148,47149,Restaurant Dinner - Date Night,90,Dining Out,26/11/2023,14994,spending,0,none,,,November,0,paid_out,bank_E,bank_B,0.68,0.28,2,03/11/2023,0,0
23518,23519,Credit Card Payment - Mastercard **** 2345,125.5,Credit Card Payment,29/10/2023,13063,spending,0,none,,,October,1,paid_out,bank_A,bank_E,0.41,0.59,2,03/11/2023,,0
29525,29526,Phone Bill Payment - Wireless Provider,65,Utilities,04/11/2023,19856,spending,0,none,,,November,0,paid_out,bank_B,bank_D,0.36,0.45,1,03/11/2023,1,1
46792,46793,ATM Withdrawal - GHI Bank ATM,70,Cash Withdrawal,26/11/2023,14774,spending,0,none,,,November,0,paid_out,,bank_A,0.17,0.38,2,03/11/2023,,0
218,219,ATM Withdrawal - DEF Bank ATM,90,Cash Withdrawal,01/10/2023,10743,spending,0,none,,,October,0,paid_out,,bank_E,0.12,0.57,2,03/11/2023,,0
37101,37102,Food 4 Less,30,Groceries,13/11/2023,17421,spending,0,none,,,November,0,paid_out,bank_B,bank_D,0.14,0.42,1,03/11/2023,,0
17851,17852,HEB Grocery,55,Groceries,22/10/2023,16209,spending,0,none,,,October,1,paid_out,bank_B,bank_B,0.41,0.72,1,03/11/2023,,0
45584,45585,Transfer to Emergency Fund,150,Transfers,24/11/2023,16735,spending,0,none,,,November,0,paid_out,bank_B,bank_A,0.41,0.36,2,03/11/2023,,0
23024,23025,Restaurant Dinner - Date Night,90,Dining Out,29/10/2023,17066,spending,0,none,,,October,1,paid_out,bank_A,bank_B,0.57,0.73,2,03/11/2023,,0
34350,34351,Credit Card Payment - Mastercard **** 6789,150.5,Credit Card Payment,10/11/2023,15302,spending,0,none,,,November,0,paid_out,bank_D,bank_E,0.72,0.31,2,03/11/2023,,0
35953,35954,ATM Withdrawal - PQR Bank ATM,80,Cash Withdrawal,12/11/2023,19256,spending,0,none,,,November,0,paid_out,,bank_C,0.28,0.39,2,03/11/2023,,0
3971,3972,Transfer to Investment Account,400,Transfers,03/10/2023,17143,spending,0,none,,,October,0,paid_out,bank_E,bank_E,0.7,0.65,3,03/11/2023,1,1
34574,34575,Restaurant Dinner - Date Night,90,Dining Out,10/11/2023,18131,spending,0,none,,,November,0,paid_out,bank_C,bank_D,0.65,0.52,2,03/11/2023,0,0
30375,30376,Waitrose,60,Groceries,05/11/2023,13697,spending,0,none,,,November,0,paid_out,bank_A,bank_D,0.52,0.3,1,03/11/2023,,0
31979,31980,Credit Card Payment - Mastercard **** 2345,120.25,Credit Card Payment,07/11/2023,14734,spending,0,none,,,November,0,paid_out,bank_C,bank_A,0.43,0.23,2,03/11/2023,0,0
11042,11043,ATM Withdrawal - PQR Bank ATM,80,Cash Withdrawal,13/10/2023,17039,spending,0,none,,,October,0,paid_out,,bank_D,0.11,0.5,2,03/11/2023,0,0
28920,28921,Phone Bill Payment - Wireless Provider,70,Utilities,03/11/2023,15391,spending,0,none,,,November,1,paid_out,bank_E,bank_D,0.52,0.67,1,03/11/2023,,0
44199,44200,Save Mart Supermarkets,45,Groceries,22/11/2023,17865,spending,0,none,,,November,0,paid_out,bank_C,bank_B,0.17,0.26,1,03/11/2023,,0
14032,14033,Online Shopping - Tech Accessories,59.99,Online Shopping,17/10/2023,15976,spending,0,none,,,October,0,paid_out,bank_B,bank_E,0.3,0.29,1,03/11/2023,0,0
3913,3914,Utilities Payment - Water and Sewer,60.75,Utilities,03/10/2023,12390,spending,0,none,,,October,0,paid_out,bank_A,bank_E,0.4,0.49,1,03/11/2023,,0
45744,45745,Online Shopping - Tech Accessories,59.99,Online Shopping,25/11/2023,18133,spending,0,none,,,November,1,paid_out,bank_D,bank_C,0.38,0.85,1,03/11/2023,,0
16971,16972,Transfer from Savings to Current,300,Transfers,21/10/2023,17356,income,0,none,,,October,0,paid_in,bank_D,bank_D,,0.3,3,03/11/2023,,0
4478,4479,Online Retailer - Tech Gadgets,249.99,Online Shopping,04/10/2023,17368,spending,0,none,,,October,0,paid_out,bank_A,bank_E,0.71,0.63,3,03/11/2023,,0
31042,31043,Coffee Shop - Afternoon Pick-Me-Up,5.75,Dining Out,06/11/2023,13472,spending,0,none,,,November,0,paid_out,bank_B,bank_C,0.33,0.62,1,03/11/2023,,0
34859,34860,Charitable Donation - Red Cross,50,Charity,10/11/2023,15359,spending,0,none,,,November,0,paid_out,bank_C,bank_D,0.23,0.66,1,03/11/2023,0,0
42274,42275,Smith's Food and Drug,50,Groceries,20/11/2023,10296,spending,0,none,,,November,0,paid_out,bank_C,bank_A,0.46,0.67,1,03/11/2023,,0
17268,17269,Zalando - Affordable Online Shopping,45,Shopping,21/10/2023,19552,spending,0,none,,,October,0,paid_out,bank_A,bank_C,0.2,0.53,1,03/11/2023,,0
14698,14699,Credit Card Payment - Discover **** 9012,120.5,Credit Card Payment,17/10/2023,11360,spending,0,none,,,October,1,paid_out,bank_A,bank_B,0.54,0.41,2,03/11/2023,,0
33118,33119,Transfer from Current to Savings,150,Transfers,08/11/2023,10254,spending,0,none,,,November,0,paid_out,bank_A,bank_A,0.51,0.56,2,03/11/2023,1,1
45267,45268,Charitable Donation - Charity Name,30,Charity,24/11/2023,16727,spending,0,none,,,November,0,paid_out,bank_C,bank_A,0.26,0.47,1,03/11/2023,,0
13655,13656,Giant Food,45,Groceries,16/10/2023,11690,spending,0,none,,,October,0,paid_out,bank_C,bank_E,0.31,0.54,1,03/11/2023,0,0
7943,7944,Woolworths,45,Groceries,08/10/2023,12893,spending,0,none,,,October,0,paid_out,bank_E,bank_A,0.37,0.63,1,03/11/2023,,0
35288,35289,Sainsbury's,40,Groceries,11/11/2023,12168,spending,0,none,,,November,1,paid_out,bank_E,bank_D,0.28,0.84,1,03/11/2023,0,0
42029,42030,Transfer to Investment Account,400,Transfers,20/11/2023,17683,spending,0,none,,,November,0,paid_out,bank_C,bank_B,0.66,0.42,3,03/11/2023,,0
16043,16044,Coffee Shop - Cappuccino,5.25,Dining Out,19/10/2023,16933,spending,0,none,,,October,0,paid_out,bank_B,bank_E,0.15,0.53,1,03/11/2023,,0
35637,35638,Gas Station - Fuel Purchase,43.6,Transportation,11/11/2023,19385,spending,0,none,,,November,0,paid_out,bank_A,bank_B,0.15,0.22,1,03/11/2023,,0
15627,15628,Fuel Purchase - Gas Station,42.75,Transportation,19/10/2023,13126,spending,0,none,,,October,0,paid_out,bank_B,bank_D,0.29,0.2,1,03/11/2023,0,0
39522,39523,Woolworths,45,Groceries,16/11/2023,18385,spending,0,none,,,November,0,paid_out,bank_B,bank_A,0.22,0.48,1,03/11/2023,,0
5049,5050,ATM Withdrawal - JKL Bank ATM,90,Cash Withdrawal,04/10/2023,14221,spending,0,none,,,October,0,paid_out,,bank_E,0.16,0.27,2,03/11/2023,,0
15111,15112,Ross Dress for Less - Bargain Shopping,30,Shopping,18/10/2023,11589,spending,0,none,,,October,0,paid_out,bank_C,bank_B,0.36,0.63,1,03/11/2023,1,1
4372,4373,Utilities Payment - Internet Service,60,Utilities,04/10/2023,10025,spending,0,none,,,October,0,paid_out,bank_D,bank_A,0.48,0.56,1,03/11/2023,1,1
36996,36997,Albertsons,45,Groceries,13/11/2023,16612,spending,0,none,,,November,0,paid_out,bank_D,bank_B,0.27,0.65,1,03/11/2023,,0
28287,28288,Online Retailer - Clothing Purchase,80.99,Online Shopping,03/11/2023,14513,spending,0,none,,,November,1,paid_out,bank_A,bank_C,0.51,0.81,2,03/11/2023,,0
15752,15753,Home Improvement Store - DIY Supplies,75.4,Home Improvement,19/10/2023,16727,spending,0,none,,,October,0,paid_out,bank_B,bank_A,0.41,0.47,1,03/11/2023,0,0
16784,16785,Transfer from Current to Savings,200,Transfers,20/10/2023,17066,spending,0,none,,,October,1,paid_out,bank_B,bank_B,0.61,0.73,3,03/11/2023,,0
48225,48226,Online Retailer - Clothing Purchase,70.99,Online Shopping,28/11/2023,18061,spending,0,none,,,November,0,paid_out,bank_A,bank_E,0.67,0.3,1,03/11/2023,,0
11515,11516,Whole Foods Market,70,Groceries,13/10/2023,15176,spending,0,none,,,October,0,paid_out,bank_B,bank_E,0.33,0.29,1,03/11/2023,0,0
24516,24517,Restaurant - Dinner with Friends,90,Dining Out,31/10/2023,18816,spending,0,none,,,October,1,paid_out,bank_D,bank_A,0.62,0.46,2,03/11/2023,,0
14309,14310,Home Improvement - Hardware Store,85.6,Home Improvement,17/10/2023,17218,spending,0,none,,,October,0,paid_out,bank_C,bank_D,0.45,0.37,2,03/11/2023,,0
15918,15919,Grocery Shopping - Mega Mart,65.25,Groceries,19/10/2023,19976,spending,0,none,,,October,0,paid_out,bank_A,bank_D,0.54,0.3,1,03/11/2023,,0
30791,30792,Walmart - Household Supplies,75.2,Groceries,05/11/2023,18571,spending,0,none,,,November,0,paid_out,bank_D,bank_E,0.57,0.61,1,03/11/2023,,0
44582,44583,Transfer to Vacation Fund,350,Transfers,23/11/2023,14221,spending,0,none,,,November,0,paid_out,bank_C,bank_E,0.63,0.27,3,03/11/2023,,0
7286,7287,Cotton On - Affordable Clothing,25,Shopping,08/10/2023,16934,spending,0,none,,,October,0,paid_out,bank_A,bank_A,0.37,0.6,1,03/11/2023,,0
43116,43117,Amazon.com - Online Shopping,120.99,Online Shopping,21/11/2023,19358,spending,0,none,,,November,0,paid_out,bank_D,bank_B,0.41,0.28,2,03/11/2023,,0
17120,17121,Credit Card Payment - Discover **** 9012,120.5,Credit Card Payment,21/10/2023,17405,spending,0,none,,,October,0,paid_out,bank_A,bank_C,0.67,0.45,2,03/11/2023,,0
18738,18739,PacSun - Casual Wear,35,Shopping,23/10/2023,14221,spending,0,none,,,October,0,paid_out,bank_D,bank_E,0.14,0.27,1,03/11/2023,1,1
35508,35509,ATM Withdrawal - GHI Bank ATM,60,Cash Withdrawal,11/11/2023,10945,spending,0,none,,,November,0,paid_out,,bank_A,0.26,0.36,2,03/11/2023,,0
25451,25452,Credit Card Payment - Visa **** 1234,75.25,Credit Card Payment,01/11/2023,18879,spending,0,none,,,November,1,paid_out,bank_D,bank_E,0.47,0.66,1,03/11/2023,0,0
43177,43178,Online Retailer - Electronics Purchase,199.99,Online Shopping,21/11/2023,10025,spending,0,none,,,November,0,paid_out,bank_C,bank_A,0.75,0.56,3,03/11/2023,,0
23857,23858,Fuel Purchase - Gas Station,40.75,Transportation,30/10/2023,11585,spending,0,none,,,October,0,paid_out,bank_E,bank_D,0.39,0.43,1,03/11/2023,,0
49780,49781,Fuel Purchase - Gas Station,40.75,Transportation,30/11/2023,10790,spending,0,none,,,November,0,paid_out,bank_A,bank_B,0.22,0.42,1,03/11/2023,,0
29591,29592,Amazon - Online Shopping,180,Shopping,04/11/2023,11559,spending,0,none,,,November,0,paid_out,bank_D,bank_E,0.71,0.24,3,03/11/2023,,0
12014,12015,Coffee Shop - Afternoon Pick-Me-Up,5.75,Dining Out,14/10/2023,11452,spending,0,none,,,October,0,paid_out,bank_B,bank_A,0.12,0.53,1,03/11/2023,,0
13568,13569,ATM Withdrawal - XYZ Bank ATM,70,Cash Withdrawal,16/10/2023,16010,spending,0,none,,,October,0,paid_out,,bank_A,0.15,0.41,2,03/11/2023,,0
48741,48742,ATM Withdrawal - JKL Bank ATM,100,Cash Withdrawal,28/11/2023,12037,spending,0,none,,,November,0,paid_out,,bank_A,0.14,0.63,2,03/11/2023,,0
43265,43266,Monthly Service Fee - Account Maintenance,10,Bank Fees,21/11/2023,11641,spending,0,none,,,November,1,paid_out,bank_E,bank_A,0.34,0.51,1,03/11/2023,,0
8049,8050,Online Retailer - Electronics Purchase,199.99,Online Shopping,09/10/2023,17878,spending,0,none,,,October,0,paid_out,bank_E,bank_A,0.6,0.35,3,03/11/2023,0,0
32088,32089,Transfer from Savings to Current,175,Transfers,07/11/2023,15906,income,0,none,,,November,0,paid_in,bank_E,bank_E,,0.6,3,03/11/2023,,0
20568,20569,Savings Account Interest - October,15.6,Interest,25/10/2023,17683,income,0,none,,,October,0,paid_in,bank_B,bank_E,,0.42,1,03/11/2023,,0
15811,15812,Coffee Shop - Morning Espresso,4.5,Dining Out,19/10/2023,18792,spending,0,none,,,October,0,paid_out,bank_C,bank_A,0.32,0.24,1,03/11/2023,,0
21049,21050,ATM Withdrawal - JKL Bank ATM,100,Cash Withdrawal,26/10/2023,17699,spending,0,none,,,October,0,paid_out,,bank_C,0.2,0.57,2,03/11/2023,0,0
2886,2887,Verizon Wireless - Monthly Phone Bill,75.5,Utilities,02/10/2023,18959,spending,0,none,,,October,0,paid_out,bank_B,bank_B,0.4,0.36,1,03/11/2023,,0
30939,30940,Smith's Food and Drug,50,Groceries,05/11/2023,17144,spending,0,none,,,November,0,paid_out,bank_B,bank_D,0.16,0.22,1,03/11/2023,,0
25947,25948,Utilities Payment - Gas and Electric,85.5,Utilities,01/11/2023,15176,spending,0,none,,,November,0,paid_out,bank_A,bank_E,0.57,0.29,2,03/11/2023,,0
45435,45436,Transfer to Investment Account,450,Transfers,24/11/2023,18118,spending,0,none,,,November,1,paid_out,bank_C,bank_D,0.6,0.56,3,03/11/2023,,0
36044,36045,Gas Station - Fuel Purchase,43.6,Transportation,12/11/2023,18576,spending,0,none,,,November,0,paid_out,bank_A,bank_E,0.15,0.22,1,03/11/2023,,0
26564,26565,Rent Payment - Apt #303,1500,Housing,01/11/2023,13955,spending,0,none,,,November,0,paid_out,bank_E,bank_D,0.62,0.24,3,03/11/2023,,0
19092,19093,Coffee Shop - Cappuccino,5.25,Dining Out,23/10/2023,11824,spending,0,none,,,October,1,paid_out,bank_B,bank_C,0.2,0.79,1,03/11/2023,,0
49205,49206,Credit Card Payment - Mastercard **** 2345,125.5,Credit Card Payment,29/11/2023,19066,spending,0,none,,,November,0,paid_out,bank_E,bank_D,0.49,0.24,2,03/11/2023,0,0
37948,37949,Transfer from Savings to Current,500,Transfers,14/11/2023,16256,income,0,none,,,November,0,paid_in,bank_A,bank_A,,0.42,3,03/11/2023,,0
43396,43397,Asda,50,Groceries,21/11/2023,16537,spending,0,none,,,November,0,paid_out,bank_A,bank_A,0.44,0.58,1,03/11/2023,,0
48275,48276,Electronics Store - Gadget Purchase,180.75,Electronics,28/11/2023,19773,spending,0,none,,,November,0,paid_out,bank_B,bank_C,0.79,0.55,3,03/11/2023,,0
5217,5218,Transfer to Vacation Fund,400,Transfers,05/10/2023,17024,spending,0,none,,,October,0,paid_out,bank_A,bank_E,0.68,0.6,3,03/11/2023,1,1
